temp,wind,humid,snow
12.6,3.6,51,0
11.6,2.8,44,0
10.6,3.4,45,0
9.9,4.4,44,0
9.2,5.3,39,0
8.1,2.4,42,0
7.6,3.2,42,0
6.6,2.5,48,0
6.5,2,49,0
6.6,1.4,42,0
8.7,2.9,37,0
10.8,4.5,33,0
12.3,4.2,31,0
13.8,3.4,29,0
15.7,2.1,24,0
16.6,3.2,24,0
16.5,4.7,19,0
16.8,3.6,24,0
15.3,3.3,28,0
12.9,2.1,32,0
11.6,1.6,33,0
10.7,3.9,34,0
10.3,3.6,35,0
9.7,2.9,38,0
8.4,1.2,42,0
7.4,1.4,43,0
6.5,1.4,48,0
5.8,0.8,50,0
5.3,0.7,49,0
4.7,0.1,46,0
4.2,2.1,57,0
3.7,0.8,57,0
2.8,1.4,62,0
4.2,1.9,51,0
7.4,1.3,42,0
10.3,1.6,35,0
12.8,2,32,0
14.3,1.9,29,0
15.8,1.3,26,0
17.1,0.8,23,0
18.8,0.8,21,0
18.3,2.7,22,0
16.7,1.9,23,0
14,1.9,34,0
12.5,2.4,44,0
11.2,2.3,53,0
10.4,0.9,57,0
9.3,1.8,56,0
8.9,0,58,0
8,1,58,0
7.5,1.2,57,0
6.9,2.3,64,0
6.5,2.1,64,0
6.1,1.5,64,0
5.7,1.5,69,0
5.4,1.8,72,0
4.9,1.4,71,0
5.9,2.1,64,0
8.9,2.4,50,0
11.8,1.4,44,0
14.3,1.5,36,0
16.3,1.7,31,0
18.1,1.9,25,0
20,0.6,23,0
19.8,2.7,27,0
20.5,2,22,0
18.3,1.6,28,0
16.3,1.6,34,0
14.7,2.3,37,0
13.9,3.2,37,0
13,0.5,42,0
12.2,1.2,45,0
11.3,2.2,52,0
10.5,2.1,51,0
10.3,1.8,53,0
9.6,2.1,59,0
9.4,1.7,61,0
8.9,0.9,63,0
8.5,1.8,65,0
8.1,1.2,68,0
7.8,2.3,68,0
8.8,1.8,61,0
11.6,2.1,44,0
13.6,2.3,39,0
16.7,1.5,32,0
18.4,0.8,28,0
20.2,2.6,28,0
20.7,1.9,23,0
20,1.6,26,0
19.6,0.5,26,0
18.7,0.5,32,0
17.1,2.3,40,0
16.2,0.5,43,0
15.1,0.9,49,0
14.4,1.5,46,0
14.5,0.9,47,0
14.6,0.2,51,0
14.3,0.1,53,0
13.9,0.5,54,0
13.7,0.6,54,0
13.5,1.5,59,0
13.3,2.5,61,0
13.1,1.7,63,0
13,2.2,69,0
12.8,2.5,59,0
12.8,1.9,60,0
13.4,2.6,66,0
14.8,3,52,0
15.5,2.7,45,0
16.1,3.1,44,0
16.9,1.7,41,0
18.1,2.9,44,0
17.3,4.3,56,0
16.4,4.4,61,0
15.8,4.3,65,0
15.2,2.3,70,0
15.7,3.6,62,0
15.7,2.3,63,0
15.7,2.3,67,0
15.7,3.1,68,0
15.7,2.6,67,0
15.7,2.1,66,0
15.6,1.4,69,0
15.5,1.5,67,0
15.5,0.2,68,0
15.4,0.3,69,0
15.2,1.8,72,0
15.1,0.6,72,0
15.1,1.5,73,0
15.2,0.5,73,0
16.1,1.1,66,0
17.4,1.3,62,0
18.5,2.3,59,0
19.9,2.4,55,0
20.8,1.9,51,0
22.9,3.8,48,0
22.2,4.1,49,0
21.6,3.3,51,0
19.7,3.1,59,0
18.1,3.4,60,0
17.2,3.2,54,0
16.7,1.8,67,0
16.2,3.3,70,0
16,2.9,65,0
15.8,4.1,63,0
15.2,3.6,67,0
14.9,3.7,67,0
14.7,3.7,69,0
14.5,3,73,0
14.4,4.1,76,0
13.6,3,85,0
13.1,3.6,89,0
11.3,3.3,94,0
11.1,2.4,95,0
11.7,3,74,0
12.7,4.5,57,0
13.3,5.4,46,0
13.5,4.8,46,0
14.2,5.6,39,0
14,6.7,33,0
15.1,5.4,30,0
14.2,5.8,26,0
12.9,7.2,29,0
11.6,7.4,28,0
10.5,5.5,34,0
9.8,5.1,39,0
9.3,5.3,34,0
8.5,5.6,29,0
7.7,4.5,29,0
7.1,4.5,30,0
6.6,3.9,30,0
6.3,3,32,0
5.7,3,33,0
5.4,2.5,37,0
4.8,2.5,38,0
4.1,1.3,41,0
3.8,1.3,48,0
4.4,1.8,42,0
7.4,3.2,36,0
9.9,3.9,33,0
11,5.3,28,0
11.9,5.9,30,0
12.7,6.2,30,0
13.8,5,30,0
14.2,5.3,30,0
14.7,3.2,32,0
13.8,4.5,30,0
12.4,3.5,38,0
11.6,3,44,0
11.1,4.4,48,0
10.5,1.4,53,0
9.6,0.7,58,0
8.7,0.4,61,0
8.1,0.9,66,0
7.7,0.8,68,0
7.4,0.4,71,0
6.9,0.4,75,0
6.4,1.7,75,0
6.1,2.5,78,0
5.8,2.1,79,0
5.5,2.1,79,0
6.2,2.2,70,0
9,1.9,61,0
11.6,1.1,54,0
14.5,1,48,0
16,3.2,44,0
17.6,3.3,39,0
18.3,3.3,35,0
18.4,2.8,37,0
17.5,3.7,40,0
16,3.2,46,0
13.9,3,55,0
12.9,2.5,58,0
12.1,2.2,60,0
11.3,0.2,65,0
10.4,0.4,67,0
9.8,1.4,69,0
9,0.6,68,0
8.3,1.4,75,0
8.1,1.3,74,0
7.7,2.2,78,0
7.3,2.4,83,0
6.8,1.9,83,0
6.5,1.7,83,0
6.6,2.1,82,0
7.5,1.9,73,0
9.7,1.3,65,0
12.5,1.4,57,0
14.9,1.2,52,0
17.2,2.3,47,0
18.4,2.3,45,0
17.3,3,48,0
17,4.3,45,0
16.1,3.2,51,0
15.3,3.7,57,0
14.5,2.7,62,0
14.2,2.1,66,0
13.9,2,68,0
13.6,0.7,72,0
13.1,0.9,76,0
12.8,0.6,75,0
13.2,0.9,73,0
12.9,0.2,78,0
12.8,0.6,78,0
12.3,0.4,79,0
12.3,0.7,77,0
12.2,2.2,80,0
12,1.8,79,0
12,1,81,0
12,1.7,94,0
12.5,0.3,88,0
13.4,0.7,85,0
15.5,1.5,75,0
16.8,1.9,60,0
17.3,2.2,51,0
17.4,2.8,51,0
17.5,3.3,49,0
17.4,3.6,45.3,0
16.6,3.7,41,0
15.1,1.7,40,0
14.2,2.7,48,0
13.3,2.7,50,0
12.2,3.1,46,0
11.3,2,49,0
10.5,3.4,46,0
9.5,2.7,47,0
8.5,2.1,53,0
7.8,3.3,56,0
7.2,2.5,56,0
6.5,2,61,0
5.9,0.5,62,0
5.5,1.7,67,0
5.1,0.2,67,0
5.5,1.7,66,0
7.8,1.1,53,0
11.1,1.6,46,0
12.6,1,40,0
13.4,1.3,36,0
15.2,3.2,35,0
16.3,3.7,35,0
16.3,3.5,36,0
15.8,3.4,38,0
13.5,3.3,46,0
11.9,3.9,50,0
10.4,2.1,56,0
9.7,1.6,58,0
9.1,1.3,57,0
8.2,0.7,60,0
7.9,0.5,65,0
7.5,0.8,65,0
7.3,1.1,66,0
7.2,1.4,67,0
7.2,1.4,71,0
6.9,1,71,0
7.3,1.2,70,0
7.5,0.7,68,0
7.9,0.3,67,0
8.1,0.7,67,0
8.9,1.4,64,0
10.3,1.2,58,0
11.8,0.2,53,0
12,0.3,54,0
12.7,0.8,52,0
12.9,3,53,0
14.3,0.4,50,0
14.9,1,62,0
13.3,3.6,57,0
11.8,1.8,59,0
10.8,3.2,60,0
10.1,2.9,62,0
9.5,1.7,63,0
9.2,1.6,60,0
8.9,0.4,64,0
8.3,1.7,66,0
8.6,3.5,67,0
8.6,2.7,64,0
8.3,1.7,63,0
7.7,3.1,67,0
7.2,3.2,69,0
6.7,0.9,71,0
6.3,2.2,73,0
6.6,2.6,68,0
8.1,3.2,53,0
10.1,2.8,42,0
12.1,3,37,0
13,3.3,37,0
14.2,2.7,35,0
14.6,2.8,36,0
15.2,3,33,0
14.6,3.4,28,0
13.5,3.5,28,0
11.8,1.2,26,0
10.4,0.4,34,0
9.7,1.1,35,0
9.2,1.5,39,0
8.3,0.5,41,0
8,2.5,46,0
7.4,0.5,48,0
6.7,1.4,49,0
6.3,1,53,0
5.3,0.7,57,0
5.1,0.7,55,0
4.5,0.7,59,0
4.3,0.3,62,0
3.8,1.9,68,0
3.8,2.1,63,0
6.5,2.3,48,0
9.5,1.9,44,0
12.1,1.8,31,0
13.5,1.1,28,0
15.5,2.4,29,0
16.2,2.5,27,0
16.4,3.4,26,0
16,1.5,22,0
14.3,2.5,25,0
12.4,1.3,51,0
11.3,3.5,59,0
10.2,1.7,62,0
9.4,3.7,62,0
9.1,1.5,67,0
8.6,0.4,70,0
7.7,1.9,65,0
7.1,1.2,62,0
6.6,2.2,64,0
6.2,0.3,65,0
5.8,2,70,0
5.6,2.6,75,0
5.2,0.7,77,0
4.7,0.6,79,0
4.7,1.5,78,0
6.6,2.3,70,0
9,1.9,61,0
11.2,1.6,59,0
12.4,1.5,57,0
13.2,2.1,50,0
13.9,3.1,50,0
13.6,2.3,53,0
13.7,3.1,48,0
12.3,4,56,0
11.4,3.4,60,0
10.8,1.8,60,0
10.2,0.6,64,0
10,2.2,67,0
10,0.5,62,0
10.9,2,65,0
9.7,4.8,90,0
9.7,3.3,95,0
9.8,3.1,98,0
9.6,6.1,88,0
9.5,3.9,91,0
9.6,3.8,78,0
9,6.3,69,0
7.9,5.9,70,0
6.5,6.3,54,0
6.9,4.8,49,0
7.7,4.3,41,0
8.5,6.9,32,0
8.8,4.8,34,0
8.9,5.7,42,0
8.8,8,43,0
9.3,7.3,38,0
8.6,6.8,35,0
5.8,5.3,53,0
4,5.7,57,0
3,7.2,60,0
3,6.7,39,0
1.4,7.8,40,0
0.3,5.6,36,0
-0.7,6.9,26,0
-1.3,5.6,30,0
-1.7,4.8,33,0
-1.9,4.1,36,0
-2,2.6,39,0
-2.1,2.7,40,0
-2.4,3.6,40,0
-2.6,3.4,43,0
-2.9,4.1,43,0
-3,2.1,44,0
-1.9,4.4,37,0
-0.7,5.1,37,0
0.2,5.7,35,0
1.3,4.2,34,0
1.9,4.8,31,0
3.4,6.2,30,0
3.5,5.7,32,0
4,4.4,33,0
2.5,4.2,35,0
1.1,5,34,0
0.6,3.1,35,0
0.4,3,38,0
0,1.3,41,0
-0.6,1,39,0
-1,0.9,42,0
-1.2,0.4,48,0
-1.3,0.6,48,0
-0.7,2.2,49,0
-0.1,1.2,47,0
0.1,0.6,61,0
0.1,1.4,73,0
-0.6,0.2,75,0
-0.9,0.2,73,0
-1,0.9,73,0
0.8,0.8,59,0
4.4,1.4,56,0
6.4,1.7,37,0
6.9,3.7,34,0
8.5,2.7,31,0
9.5,4.9,36,0
9,4.8,42,0
9.4,3.4,45,0
8.8,3.3,50,0
7.5,3.1,58,0
6.9,2.1,65,0
6.6,2.4,69,0
6.5,3.8,62,0
5.5,4.1,62,0
4.2,1.5,64,0
3.4,3.2,55,0
2.2,0.6,55,0
1.7,3,59,0
1.8,1.4,56,0
0.8,1.3,61,0
0.8,0.8,64,0
-0.2,0.9,60,0
-0.3,1.1,55,0
0.3,1.7,53,0
2.2,2.2,36,0
4.3,3,36,0
5.7,1.7,34,0
6.4,1.3,29,0
8.3,2.8,25,0
8.5,3,26,0
9.2,4.2,25,0
8.6,3,23,0
7.1,3.5,27,0
6.2,2.9,28,0
5.5,1.9,31,0
5,1.9,33,0
4.2,1.6,38,0
3.2,0.5,39,0
2.6,0.4,37,0
2.8,1.3,34,0
3.3,1.7,35,0
3.3,0.4,34,0
3.3,0.5,34,0
3.3,1.1,37,0
3.1,2.1,41,0
2.9,1,34,0
2.9,0.9,37,0
2.6,0.8,42,0
3.3,1.5,39,0
5.9,0.9,32,0
8.4,0.7,28,0
9.9,1,29,0
11.6,2.3,27,0
12,2,25,0
11.5,2,26,0
11.1,2.3,31,0
9.7,2.3,35,0
8.5,2,42,0
8.2,3.1,43,0
8,0.6,46,0
7.6,0.4,48,0
7.4,1,51,0
7.7,1.4,51,0
5.7,3.6,89,0
5.6,1.4,96,0
5.4,2.8,98,0
5.4,2.3,97,0
4.7,2.2,96,0
4.5,1.2,98,0
4.6,0.6,97,0
4.4,0.6,97,0
4.6,1.9,97,0
5.4,3.3,92,0
6,2.4,84,0
6.5,3.3,76,0
8.5,3.9,60,0
8.3,3,61,0
8.6,3.6,53,0
8.5,2.7,54,0
8.6,2.4,53,0
8.6,3.1,54,0
7.5,2,58,0
6.9,3.5,61,0
6.4,1.5,68,0
5.8,2.6,69,0
5.4,3.2,70,0
4.6,3,72,0
3.8,1.3,77,0
3.1,1.7,77,0
2.8,1.3,74,0
2.6,1.5,76,0
2.6,2.1,74,0
2.1,1.5,76,0
2,1.9,74,0
1.9,1.6,72,0
1.8,1.4,70,0
3.2,1.8,55,0
4.9,2.4,46,0
6,3.5,41,0
7.4,3.2,36,0
8.3,3.7,33,0
9.5,2.9,30,0
10.1,3.1,30,0
9.8,4.2,33,0
8,3.6,35,0
6.7,1.3,39,0
5.6,0.3,47,0
5,1,55,0
4.8,2,56,0
4.7,2.2,57,0
3.7,2.5,59,0
3,1.9,61,0
2.3,1.4,61,0
1.6,0.7,62,0
1.2,1.5,64,0
0.9,1.3,65,0
0.6,1,65,0
0.2,2.3,75,0
-0.2,2.5,75,0
-0.5,1.4,72,0
1.8,2.3,56,0
4.7,3.5,52,0
7.1,1.9,40,0
8.7,1.8,33,0
11.5,1.5,30,0
11.8,1.9,31,0
12.1,2,34,0
11.9,2.1,38,0
10.1,2.1,48,0
8.9,1.9,57,0
8,2.3,59,0
7.5,1.9,59,0
7,1.9,58,0
6.2,0.2,61,0
5.5,1.9,64,0
5,1.6,66,0
4.6,1.6,70,0
4.3,1.5,71,0
4,1.2,72,0
3.8,2.2,75,0
3.9,1.6,72,0
3.7,1.9,76,0
2.8,1.8,81,0
2.8,1.9,77,0
4.7,2.4,64,0
6.9,3,57,0
9,1.9,52,0
11,1.9,46,0
13.2,1.5,44,0
14.3,1.7,40,0
13.9,2.1,41,0
13.4,2.9,43,0
12.2,3.5,50,0
10.6,2.2,56,0
9.7,1.9,58,0
8.8,0.5,64,0
8.3,0.1,65,0
7.8,0.6,67,0
7.1,1.4,73,0
6.9,2.5,75,0
6.7,2.1,72,0
6.6,2,72,0
6.8,1.8,72,0
6.8,1.5,68,0
6.5,3.2,73,0
6.1,2.8,71,0
6,2.8,70,0
6,2.4,67,0
7.8,2.9,58,0
9.8,1.9,53,0
11.9,2.1,49,0
14.4,0.9,45,0
15.9,2.6,48,0
15.8,5,47,0
15.5,2.9,49,0
14.9,3.9,55,0
14.4,2.9,57,0
14.2,3.7,58,0
14,3.8,61,0
13.6,4.1,65,0
13.3,3.8,69,0
13,3.8,72,0
12.7,2.8,76,0
12.6,2.6,78,0
12.6,2.5,80,0
12.6,3.3,81,0
12.6,3.9,83,0
12.5,3.9,84,0
12.4,2,83,0
11.7,1.2,96,0
11.2,0.7,98,0
11.2,1.1,99,0
11.4,2.5,99,0
11.7,1.3,98,0
11.8,1.6,96,0
12,2.3,95,0
12,1.3,88,0
11.8,2.6,88,0
11.8,2.6,84,0
11.8,1.5,79,0
11.6,1.2,80,0
10.9,2.2,80,0
10.1,0.6,88,0
9.7,0.8,89,0
9.4,1.2,92,0
8.8,0.7,95,0
8.6,0.4,95,0
8,0.1,98,0
7.8,1.2,98,0
7.3,1.3,99,0
7.1,1.7,99,0
6.8,1.9,100,0
6.8,1.7,100,0
6.8,2.3,100,0
6.5,2.7,100,0
6.3,3.6,99,0
6.7,2.8,94,0
7.5,2.7,87,0
8.6,4.3,79,0
9.8,3.4,75,0
11.1,2.6,68,0
12,2.3,64,0
12.2,1.8,60,0
12,1.7,54,0
11.5,0.9,55,0
10.8,1.2,61,0
10.3,1.6,74,0
9.9,1.4,80,0
9.5,1.6,81,0
9.2,1.1,75,0
9.1,2.8,72,0
9.1,1.3,70,0
8.9,1.1,73,0
8.6,1.4,74,0
8.5,2.1,76,0
8.4,2.7,76,0
8.1,0.9,74,0
8.1,1.1,74,0
8.1,0.9,71,0
8.1,1.4,70,0
8.5,2.7,66,0
9.2,1.2,60,0
10.4,1.2,50,0
11.8,1.5,36,0
12.7,1.4,36,0
13,0.4,38,0
13.1,1.6,48,0
12.2,1.9,51,0
11.7,1.2,53,0
11,0.6,54,0
10.4,1.1,55,0
10,1.2,53,0
9.3,0.9,61,0
8.7,2.1,62,0
8.1,1.5,60,0
8,0.3,63,0
7.7,1.9,60,0
7.8,2.2,57,0
7.5,0.4,60,0
7.2,2.1,57,0
6.8,1.3,58,0
6.7,2.3,63,0
6.9,2.1,65,0
7.5,2.4,65,0
9.4,4.1,61,0
11.7,4.7,53,0
13.3,6.2,48,0
14.4,7.6,45,0
14.8,5.9,42,0
14.5,4.4,44,0
13.5,4.3,48,0
12.8,5.1,49,0
11.7,4.8,52,0
10.7,6.2,55,0
10.4,5.8,56,0
10.3,4.6,57,0
10.1,4.9,56,0
9.7,5.2,58,0
9.4,5.3,59,0
9.1,4.5,60,0
8.9,4.6,61,0
8.6,5,63,0
8.3,3.8,64,0
8.2,4.3,64,0
8.2,3.8,63,0
8.3,4.6,63,0
8.3,3.6,62,0
8.5,3.6,61,0
9.4,4.2,58,0
10.4,3.3,53,0
12.5,4.1,49,0
13.9,3.4,44,0
14.7,2.6,41,0
15.3,2.3,41,0
15.9,2.2,41,0
15.7,0.7,42,0
14.4,2.5,47,0
13.1,2.1,54,0
11.9,1.6,59,0
11,1.4,63,0
10.2,0.1,67,0
9.8,0.8,72,0
9.1,0.4,75,0
8.5,1.8,79,0
8.2,2.2,76,0
7.7,2.1,76,0
7.3,1.5,76,0
7,2,78,0
6.8,2,79,0
7.7,1.8,74,0
8,1.7,72,0
8.3,2.2,72,0
9,1.8,70,0
10,1.9,66,0
11.8,2,66,0
12.8,1.2,65,0
13.3,1.9,61,0
14.1,1.8,62,0
14.8,1.3,57,0
14.9,1.4,56,0
13.8,1.5,60,0
12.3,1.5,69,0
11.3,1.2,69,0
10.6,3.2,72,0
10.1,1.9,72,0
9.4,1.9,75,0
9.2,1.8,73,0
8.9,2.5,76,0
8.8,3.1,75,0
8.7,2.8,74,0
8.8,2.6,72,0
9.1,2.6,71,0
9.3,2.4,70,0
9.7,3.6,67,0
9.9,3.6,66,0
10,4.8,68,0
9.5,5.1,77,0
8.6,4.1,94,0
8.7,5.7,97,0
8.9,4.4,96,0
8.6,5.4,98,0
8.9,4.3,99,0
8.8,5.2,100,0
9,3.9,100,0
9.2,3.8,100,0
9.5,1.4,100,0
9.6,1.2,99,0
8.9,0.9,99,0
9,2.8,98,0
7.9,4.2,99,0
7.3,4,96,0
6.5,4.2,94,0
6.2,1.3,95,0
5.8,1.8,96,0
6.3,1.3,94,0
6.5,0.5,94,0
6.3,2.3,95,0
6.1,1.8,96,0
5.7,0.6,97,0
5.6,1,97,0
5.7,0.1,96,0
7,1.9,89,0
9.8,1.3,73,0
10.8,2.1,71,0
12,2.9,68,0
12.7,2.5,63,0
12.7,2.2,63,0
12.1,2.7,68,0
10.8,2.4,75,0
9.6,2.5,81,0
8.6,2.2,83,0
7.9,3.1,84,0
7.6,2.4,85,0
7.1,2.7,89,0
6.9,2,88,0
7.2,3.4,85,0
7.6,2.9,84,0
8.3,4,80,0
8.6,3,79,0
8.8,2.6,76,0
9,2.4,75,0
9,3.3,80,0
8.4,2.9,90,0
8.2,3.3,96,0
8.2,3.5,96,0
8.6,3.5,97,0
8.9,3.7,96,0
9.2,4.2,94,0
9.8,4.6,88,0
10,2.3,82,0
10.9,4.9,83,0
10.7,3.5,83,0
10.4,0.9,83,0
10.3,0.5,81,0
9.4,3.7,98,0
8.9,2.9,99,0
8.6,3.2,98,0
8.5,4.1,96,0
8.3,4.2,94,0
7.9,3.1,94,0
7.5,3.9,90,0
7.5,4.5,91,0
5.7,7.5,72,0
4.5,6.5,66,0
3.5,4.8,61,0
2.5,3.9,60,0
2,4.7,60,0
2.2,5.2,63,0
1,3.5,85,0
-0.5,3.9,91,0.3
-1.1,7,67,0.2
0.2,9.5,56,0
-1.4,8.5,67,0
-1.1,9,52,0
-1,7.3,43,0
-1.4,6.9,46,0
-2.9,7,57,0
-4,6.8,54,0
-5,7.2,50,0
-5.7,6.2,53,0
-6,7.8,49,0
-6.4,5.8,47,0
-6.7,5.9,48,0
-7.2,4.7,51,0
-7.4,4.8,54,0
-7.4,6.1,51,0
-7.6,5.4,44,0
-7.8,4.9,44,0
-8.2,3.9,48,0
-8,3.4,48,0
-8.1,4.6,45,0
-8.2,4,46,0
-7.3,4.6,45,0
-6.4,5.1,40,0
-5.6,5.3,37,0
-4.6,5.7,31,0
-3.9,6.6,27,0
-3.2,5.6,28,0
-2.9,5.2,25,0
-3,3.9,26,0
-3.8,3.5,29,0
-4.6,3.7,34,0
-4.8,3.5,41,0
-4.9,3.7,46,0
-4.9,3.6,51,0
-4.7,3,55,0
-4.1,2.9,57,0
-3.2,2.3,60,0
-3.4,2.8,91,0.8
-3.4,2.3,96,1.5
-3,1.8,96,1.7
-3.6,2.6,87,1.7
-4.9,1.4,76,1.7
-5.8,1,78,1.7
-6.4,0.9,68,1.7
-6.4,0.6,67,1.6
-5.1,1.4,56,1.6
-3.3,3,52,1.4
-3.5,3,64,1.3
-2.8,2,73,0.8
-2,1.3,69,0.5
-1,1.1,65,0
-0.9,2.1,63,0
-0.9,1.6,62,0
-1.5,2.3,65,0
-1.9,2.5,68,0
-2.2,2.8,66,0
-2.5,3.1,68,0
-3.2,1.6,67,0
-3.8,1.5,66,0
-4.2,0.7,65,0
-3.9,1.8,64,0
-3.9,3,63,0
-4.6,2.2,57,0
-5.3,3.5,45,0
-5.6,2.7,35,0
-6.2,0.9,37,0
-6.8,1.3,52,0
-7.3,1,48,0
-7.3,1.5,46,0
-5.9,1.4,28,0
-4.3,2.2,30,0
-2.9,1.8,28,0
-2.4,2,31,0
-0.9,3.6,35,0
-0.6,3.7,36,0
-1.3,5.2,35,0
-1.7,4.6,36,0
-2.5,3.6,42,0
-3.2,3.3,49,0
-3.9,3.8,47,0
-4.5,3.6,44,0
-5.3,2.5,52,0
-5.9,2.6,56,0
-6.4,3.2,53,0
-6.8,3.5,52,0
-7.1,3.1,54,0
-7.6,5.2,45,0
-8.2,4.9,42,0
-8.7,3.4,39,0
-9.1,3.8,37,0
-9.4,2.8,41,0
-9.8,2.1,45,0
-10,0.9,46,0
-9,2.4,39,0
-7,3.9,34,0
-5.2,4,34,0
-4.6,5,37,0
-4.1,3.7,36,0
-3.6,5.2,37,0
-2.8,3.9,38,0
-2.8,4.4,40,0
-4.1,4.6,45,0
-5,3.4,49,0
-5.6,1.8,50,0
-6,4.6,50,0
-6.4,3.7,56,0
-6.9,2.6,59,0
-7.5,2.1,61,0
-7.7,2.6,62,0
-8,1.4,65,0
-8.2,1.3,61,0
-8.2,1.7,59,0
-8.4,1.3,61,0
-8.6,2.4,58,0
-8.6,2.2,57,0
-8.4,1.6,58,0
-8.7,1.6,56,0
-7.7,2.2,44,0
-5.3,3,33,0
-3.6,2.1,28,0
-2.3,3.2,31,0
-1.9,3.9,35,0
-0.9,5.1,38,0
-0.8,4,39,0
-1.5,6.2,46,0
-2.1,3.7,51,0
-3.4,4.4,47,0
-4.4,4.4,46,0
-5.4,3.6,48,0
-6.1,2.6,50,0
-6.6,2.3,52,0
-7,1.1,53,0
-7.4,0.9,53,0
-8,0.7,53,0
-8.2,0.1,55,0
-7.9,0.5,53,0
-7.3,1.9,52,0
-7,1.1,48,0
-6.9,0.4,51,0
-6.7,2.1,49,0
-6.4,2,51,0
-5.9,0.5,48,0
-4.7,2.1,46,0
-3.3,3,42,0
-2.5,0.7,36,0
-0.9,0.8,33,0
-0.4,1.8,35,0
-0.2,1.3,34,0
-0.1,1.2,35,0
-0.7,1.6,39,0
-1.1,1.7,39,0
-1.2,2.4,39,0
-1.3,3.5,39,0
-1.4,3.4,40,0
-1.4,2.6,41,0
-1.3,2.1,42,0
-1.3,0.4,50,0
-1.4,1.2,61,0
-1.7,2.3,63,0
-2,1.3,59,0
-2.2,2.7,59,0
-2.9,1,61,0
-3.4,0.4,61,0
-3.8,0.2,71,0
-3.8,1.9,71,0
-3.2,1.8,67,0
-1.3,2,50,0
-0.1,3.3,39,0
1.2,3.1,35,0
1.7,4,34,0
2.2,3.3,29,0
2.5,4.1,28,0
1.8,4.2,27,0
0.5,2.8,28,0
-0.6,2.9,35,0
-1.5,4.2,39,0
-2.2,3.6,39,0
-2.8,3.8,48,0
-3.5,2.1,52,0
-4.3,1.1,55,0
-4.6,3.3,54,0
-5.1,1.8,57,0
-5.8,1.4,61,0
-5.6,3.5,60,0
-6.2,2.5,62,0
-6.9,1.3,63,0
-7.1,0.4,59,0
-7.2,0.9,55,0
-7.3,0.7,56,0
-6.1,0.7,49,0
-3.3,1.7,46,0
-1,2.2,40,0
-0.2,1.9,34,0
1.8,0.9,31,0
2.6,1.6,29,0
3.1,1,27,0
3,1,29,0
1.9,1,30,0
-0.2,2.8,38,0
-0.9,0.8,40,0
-1.5,1.4,41,0
-1.7,1.1,42,0
-2.1,0.8,45,0
-1.9,4,45,0
-1.7,2.7,44,0
-1.6,3.6,42,0
-1.4,3.2,40,0
-1.3,2.4,40,0
-1,3.2,40,0
-1,2.5,41,0
-1.3,2.9,45,0
-1.8,1.8,52,0
-1.7,3.1,51,0
-0.7,2.1,46,0
0.5,2.3,46,0
2.1,0.7,41,0
2.7,1.5,40,0
3.2,0.6,44,0
3.6,1,52,0
3.9,0.6,54,0
4.1,1.4,53,0
4,1.9,56,0
3.8,2.6,65,0
3.5,3.3,74,0
3.3,2,75,0
3.2,1,83,0
2.5,2,96,0
2.6,1.2,97,0
2.7,0.1,97,0
3.2,3.9,96,0
2.8,2,96,0
2.5,4.3,91,0
1.7,2,86,0
1,2.8,79,0
0.4,1.7,82,0
-0.1,2,83,0
-0.5,3.5,76,0
-0.6,2.9,72,0
-0.6,3.6,69,0
0,5,57,0
0.2,6.4,49,0
-1.1,4,46,0
-1.2,3.7,52,0
-1.4,3.7,47,0
-1.4,3,51,0
-2.6,3.6,55,0
-3.4,3.2,55,0
-3.7,2.6,54,0
-4.2,3,57,0
-4.5,3.4,57,0
-4.8,2.1,59,0
-4.9,4.2,61,0
-5.2,3.4,65,0
-5.5,2.3,65,0
-5.8,2.2,66,0
-6.2,1.1,65,0
-6.7,1.1,70,0
-6.7,2.8,65,0
-6.9,1.6,65,0
-6.4,1.1,63,0
-5.9,1.1,61,0
-5.1,1.2,60,0
-3,1.9,58,0
-1.4,3,52,0
-0.2,3.5,40,0
-0.2,2.4,39,0
-0.8,3,52,0
-2.1,1.8,78,0
-2.1,1.2,77,0
-2.3,2,79,0
-2.6,2.5,82,0
-3,2.4,86,0
-3.4,2.1,88,0.2
-3.4,1.4,88,0.2
-4,0.2,87,0.2
-3.9,2.3,79,0.2
-4.1,2.1,85,0.2
-4.7,2,77,0.2
-5.1,3.1,60,0.2
-5.5,3.4,58,0.2
-6.3,0.9,62,0.2
-6.8,2.1,56,0.2
-6.7,2.5,53,0.2
-7.1,1.9,56,0.2
-7.3,1,54,0.2
-6.7,3.2,49,0.1
-5.5,4.5,41,0
-4.8,4.2,41,0
-3.8,4.7,37,0
-2.7,5.1,32,0
-2.6,6.2,32,0
-2.5,6.1,33,0
-2,3.3,34,0
-3.5,5.4,38,0
-4.4,4.2,41,0
-4.8,3.5,44,0
-5.2,2.4,43,0
-5.7,1.1,46,0
-6.2,1.9,47,0
-6.5,0.7,49,0
-6.7,1.5,49,0
-7.5,0.8,51,0
-7.5,2,48,0
-7.6,1.6,51,0
-8,1,51,0
-8.6,1.2,54,0
-8.3,1.2,51,0
-8.4,1.6,55,0
-8.4,0.2,53,0
-7.4,1.2,51,0
-4.6,0.3,39,0
-1.8,1.7,35,0
-1.1,1.4,32,0
0.5,2.4,35,0
-0.2,2.2,48,0
-0.5,1,60,0
-0.8,1.6,70,0
-1.3,2,69,0
