temp,wind,humid,snow
1.8,1.8,75,0
2.5,2.4,72,0
3.5,3.2,54,0
4.4,2.3,42,0
4.2,2.3,36,0
3.6,2.4,42,0
2.8,2.1,46,0
2,2.1,39,0
1.5,1,41,0
1.1,1.2,44,0
0.8,1.5,45,0
0.7,2,45,0
0.6,2.3,47,0
0.3,1.8,45,0
0,1.7,43,0
-0.3,1.7,44,0
-0.6,1.7,43,0
-0.7,1.4,45,0
-1.4,1.4,47,0
-1.8,1.4,49,0
-2,1.9,49,0
-2.5,1,50,0
-2.1,1.3,42,0
0,1.3,29,0
2.2,0.6,20,0
4.3,1.5,28,0
4.7,2.6,26,0
4.7,3.6,24,0
5.4,2.4,25,0
4.9,2.8,27,0
4.1,3.1,34,0
2.9,1.6,45,0
2,1.8,48,0
1.2,0.6,51,0
0.5,0.8,52,0
0,0.8,56,0
-0.5,0.9,59,0
-0.6,0.6,60,0
-0.9,0.4,64,0
-0.9,0.6,65,0
-0.9,0.2,65,0
-0.7,0.6,65,0
-0.3,0.6,62,0
-0.1,0.4,60,0
0.2,0.3,60,0
0.3,0.4,63,0
0.9,0.9,63,0
2.1,1.2,60,0
3.7,1.8,59,0
5.3,2.6,55,0
6.3,3,55,0
5.9,3.2,61,0
6.3,3,55,0
6.6,3,42,0
5.7,1.8,53,0
4.6,3.2,55,0
3.5,1.7,66,0
2.9,1.2,66,0
2.1,2.8,48,0
1.5,2.4,48,0
0.8,1.7,53,0
-0.3,1.9,60,0
-0.8,0.4,58,0
-1.5,1,63,0
-2,0.5,60,0
-2.3,0.7,47,0
-2.6,1.1,49,0
-3.1,1.4,54,0
-3.2,1.2,54,0
-3.6,0.5,53,0
-3.2,0.8,46,0
-1.3,0.8,37,0
1.9,1,25,0
3.9,1.6,30,0
4.9,2,22,0
5.4,1.2,18,0
5.4,2.2,20,0
4.7,2.1,17,0
3.8,1.3,20,0
2.5,2,24,0
1.3,1.3,25,0
0.3,0.4,27,0
-0.1,0.5,29,0
-0.3,0.7,32,0
-0.4,0.6,32,0
-0.2,0.4,30,0
-0.2,0.7,32,0
-0.2,1.4,33,0
-0.3,0.3,31,0
0,0.4,32,0
0,0.7,32,0
0,0.4,33,0
-0.4,1,34,0
-0.7,0.5,32,0
0.1,0.8,33,0
1.1,0.7,31,0
2.4,0.9,27,0
3.9,0.9,28,0
3.9,0.6,33,0
3.3,0.4,73,0
3.6,1.8,69,0
2,1.9,87,0
1.3,1.2,93,0.2
1.1,3,96,1
-0.1,3.2,88,1
-0.8,2.9,85,1
-1.8,2.9,85,1
-3.2,3.9,81,1
-4.2,2.9,79,1
-5.3,3.8,77,1
-6,3.1,76,1
-7.5,3.9,65,1
-8.6,3.3,68,1
-9.5,4.3,49,1
-10.5,3,46,1
-11.5,3.2,47,1
-12.5,4.5,41,1
-13,4,41,1
-13.3,3.5,36,1
-12.1,3.5,34,1
-11.7,4,27,1
-11.3,3.7,27,1
-11,4,27,1
-10.4,4.3,30,1
-9.7,3.6,32,1
-10.1,4.3,34,1
-10.6,3.5,38,0.9
-11.5,2.4,43,0.9
-12,3.2,47,0.9
-12.5,3,52,0.9
-13.2,4.1,49,0.9
-13.9,4,45,0.9
-14.3,4,38,0.9
-14.6,3.9,34,0.9
-15,2.5,31,0.9
-15.2,3.1,32,0.9
-15.2,3.4,30,0.9
-15.4,2.5,30,0.9
-15.6,3.7,29,0.9
-15.7,2.5,29,0.9
-15.9,3,30,0.9
-16.2,1.6,30,0.9
-15.8,3.4,27,0.9
-14.5,4.6,24,0.9
-13.1,3.8,25,0.9
-12.2,4,26,0.9
-12,6,25,0.9
-11.1,3.8,26,0.8
-10.8,3.8,29,0.7
-11.2,4.7,30,0.7
-11.8,3.5,26,0.7
-13,3.4,29,0.7
-13.8,2.2,32,0.7
-14.3,1.3,37,0.7
-14.7,3.2,40,0.7
-15.2,4,45,0.7
-15.7,3.6,43,0.7
-15.9,3.8,43,0.7
-16.1,2.2,42,0.7
-16,1.3,42,0.7
-16,1.9,40,0.7
-15.9,2.4,37,0.7
-15.8,2.7,37,0.7
-16.1,3,33,0.7
-16.2,2.2,33,0.7
-16.4,3.3,32,0.6
-16.2,2.9,33,0.6
-15.3,2.4,33,0.6
-13.8,3.5,25,0.6
-12.8,3.2,25,0.6
-11.4,3.9,27,0.6
-10.4,2.3,25,0.5
-9.7,3.7,28,0.5
-9.6,2.6,31,0.5
-10.9,4,32,0.5
-11.8,4,33,0.5
-12.7,3.7,33,0.5
-13.5,2.4,33,0.5
-14.1,2.2,35,0.5
-14.6,2.5,35,0.5
-14.9,2.8,35,0.5
-15.1,1.7,34,0.5
-15.3,1.7,34,0.5
-15.6,2.2,33,0.5
-15.9,2.9,34,0.5
-16.4,1.5,36,0.5
-16.9,2.3,38,0.5
-17.4,1.6,40,0.5
-17.5,3.4,38,0.5
-17.8,2.5,40,0.5
-17.5,3.8,37,0.5
-16.5,3.4,33,0.5
-15.6,3.3,31,0.5
-14.4,2.7,30,0.5
-13.3,2.7,28,0.5
-12.1,2.5,27,0.4
-11.4,3.3,27,0.4
-10.8,2.7,28,0.4
-11.5,3.3,31,0.3
-12.7,2.5,33,0.3
-13.2,2.4,33,0.3
-13.7,1.7,35,0.3
-14.1,1.8,36,0.3
-14.6,1.8,40,0.3
-14.4,2.7,38,0.3
-15,1.2,42,0.3
-15.1,0.8,43,0.3
-15.3,0.6,43,0.3
-15.3,0.8,43,0.3
-15.3,0.8,47,0.3
-15.4,0.8,45,0.3
-15.3,0.7,47,0.3
-15.7,1.3,53,0.3
-15.9,0.9,58,0.3
-15.1,1.1,49,0.3
-12.3,0.6,35,0.3
-9.6,1.1,33,0.3
-7.7,2.5,32,0.3
-6.6,2.1,27,0.3
-4.1,2,25,0.2
-3.7,2.2,26,0
-3.7,2.6,25,0
-4.6,1.9,26,0
-6.6,3,31,0
-7.1,2,33,0
-7.6,1.7,36,0
-7.9,2.6,35,0
-7.8,2.3,43,0
-7.6,1.2,42,0
-7.5,2.3,36,0
-7.5,2.4,45,0
-7.8,1.9,51,0
-7.7,1.8,49,0
-7.6,1.6,37,0
-7.5,1.5,33,0
-7.8,1.9,35,0
-8,1.9,39,0
-8.1,1.7,43,0
-7.8,1.8,41,0
-5.9,1.9,35,0
-4.6,2.6,27,0
-3.5,2.5,26,0
-2.4,2.5,22,0
-1.5,3,20,0
-1.9,4.3,23,0
-2.1,4,27,0
-3.8,5.2,32,0
-4.9,3.7,35,0
-6,3.6,31,0
-7,2.8,30,0
-7.3,3.5,34,0
-7.9,2.5,40,0
-8.7,2.1,42,0
-9.3,0.7,45,0
-9.8,1.3,47,0
-10.2,0.9,47,0
-9.8,2.8,43,0
-9.9,2.5,45,0
-10.4,1,47,0
-10.9,1,43,0
-11.1,1.6,37,0
-11.5,1,38,0
-10.8,2.9,34,0
-9.5,3.7,28,0
-8.1,3.6,24,0
-7.3,3.8,23,0
-6.9,4.6,23,0
-5.7,4.5,23,0
-5.2,4.5,27,0
-5.5,4.3,28,0
-5.7,3.6,30,0
-6.6,2.5,34,0
-7.1,3.2,40,0
-7.4,3.8,41,0
-7.7,2.9,42,0
-8.8,3,40,0
-9.4,1.6,41,0
-10,1.1,34,0
-10.4,0.3,37,0
-10.6,1,40,0
-10.7,1.4,42,0
-11.1,1.2,50,0
-11.3,1.6,53,0
-11.2,0.9,53,0
-11.3,0.9,57,0
-11.1,0.7,61,0
-9.9,0.8,49,0
-7.5,0.9,42,0
-4.5,1.3,29,0
-3.2,2.7,32,0
-1.3,2,35,0
-1.1,2.1,46,0
-1.6,2.5,55,0
-2.2,1.7,76,0
-2.4,0.3,85,0.6
-2.3,0.4,91,2
-1.7,1.1,91,3
-1.5,1.7,91,3.3
-1.6,1.3,91,3.5
-1.7,1.2,85,3.5
-1.7,1,83,3.5
-1.7,0.8,83,3.5
-1.6,1.1,81,3.5
-1.6,1.4,80,3.5
-2.2,1,83,3.5
-2.4,1.5,82,3.5
-2.8,0.6,83,3.5
-3.1,0.7,80,3.5
-3.5,1.6,83,3.5
-3.6,1.7,83,3.5
-3.3,1.2,77,3.4
-2.3,1.7,63,3.2
-1.5,2.5,46,3
-1,2.7,35,3
-0.8,2.6,39,2.8
-0.7,2.7,33,2.5
-0.5,2.3,30,2.2
-0.1,1.6,29,1.8
-0.9,2.8,34,1.8
-1.8,2.1,35,1.6
-2.2,2.2,36,1.6
-2.6,3.1,36,1.6
-3.4,0.9,40,1.6
-4.2,1,48,1.6
-4.7,1.3,53,1.6
-5.2,1.4,56,1.6
-5.4,1.7,54,1.6
-5.5,2.1,53,1.6
-6.2,1.6,57,1.6
-7.1,1.8,56,1.6
-7.8,2.3,65,1.6
-8.1,0.7,59,1.6
-8.7,0.5,64,1.6
-8.6,1,59,1.6
-7.9,0.6,50,1.6
-5,0.5,41,1.5
-2.6,1.5,33,1.4
-1.1,1.3,31,1.3
0.3,3.1,28,1
0.8,3.2,23,0.5
0.7,3,25,0
1.1,2.1,26,0
0.3,2.4,26,0
-1,1.9,28,0
-1.8,1.5,32,0
-2.4,1,36,0
-3.2,1.8,47,0
-3.9,1.2,52,0
-4.5,0.4,55,0
-4.9,1.1,56,0
-5.2,0.9,56,0
-5.7,0.3,59,0
-6.3,0.9,63,0
-6.7,1.1,65,0
-6.8,0.2,61,0
-7,1.3,62,0
-7.4,1.5,62,0
-7.4,2.2,58,0
-6.5,1.2,54,0
-4.1,1.2,43,0
-1.4,1,37,0
0.9,1.5,37,0
1.6,2.2,29,0
3.2,2.2,26,0
3.6,2.4,26,0
2.9,3,26,0
2,2.3,25,0
0.5,3,37,0
-0.5,2.5,43,0
-1.3,2.4,51,0
-2,1.7,61,0
-2.4,1.3,63,0
-2.6,2,69,0
-2.5,2.2,69,0
-2.3,3.2,71,0
-3.4,4.2,82,0
-4.4,4.3,80,0.1
-5.6,4,74,0.2
-6.3,3.9,65,0.3
-7.8,4.8,57,0.3
-8.8,4,58,0.3
-9.5,3.5,56,0.3
-9.4,3.3,47,0.3
-8.5,4,43,0.2
-7.7,4.6,41,0.2
-6,3.4,38,0
-5.8,3.7,38,0
-5,4,31,0
-4.5,4.3,31,0
-4.2,3.5,31,0
-5.6,4.6,32,0
-6.6,4.4,36,0
-7.6,4.8,32,0
-8.5,4.1,31,0
-9.1,2.7,38,0
-9.7,3,45,0
-10,2.6,48,0
-10.4,2.4,49,0
-10.5,3.1,48,0
-10.5,2,49,0
-10.6,3.7,47,0
-11.2,2.3,47,0
-11.5,3.3,51,0
-11.8,2.4,54,0
-12.4,2.5,54,0
-12.8,2.4,56,0
-12.4,3.8,51,0
-11.2,3.5,43,0
-9.7,2.8,37,0
-8.3,1.8,32,0
-8.3,4,34,0
-7.4,4,33,0
-6.4,4.9,30,0
-5.4,3.6,29,0
-5.9,3.6,27,0
-7,4.1,26,0
-7.7,3.3,31,0
-8.2,3.5,28,0
-8.9,3.2,35,0
-9.7,1.3,45,0
-10.3,2,48,0
-10.5,2.4,52,0
-11.2,1,54,0
-11.2,1.5,55,0
-11.3,0.6,54,0
-11.7,1.2,51,0
-11.6,2.4,45,0
-11.5,2.3,40,0
-11.6,1.6,44,0
-11.5,2.8,40,0
-11.1,2.4,38,0
-9.6,3.7,32,0
-8.5,4.7,27,0
-7.8,4.1,28,0
-7,4.2,25,0
-6.4,4.6,24,0
-5.7,4.4,25,0
-5.4,3.4,25,0
-6.4,4.5,28,0
-7.6,3.5,29,0
-8.3,4.1,29,0
-9.1,3.8,35,0
-9.8,3.9,41,0
-10.3,3.7,43,0
-10.5,2.8,47,0
-10.6,3.5,47,0
-10.9,3.3,36,0
-11.2,2.9,36,0
-11.6,3.2,35,0
-12,2.7,36,0
-12.3,2.9,37,0
-12.5,3.4,40,0
-12.7,3.7,41,0
-12.7,3.1,41,0
-12.3,3.7,39,0
-11.3,4.2,35,0
-9.9,3.3,32,0
-8.2,2.7,31,0
-7.5,4.3,28,0
-7,4.4,26,0
-5.9,3.1,25,0
-5.9,3.5,24,0
-6.6,2.5,29,0
-7.6,3.3,36,0
-8.4,4,37,0
-9.6,2.6,34,0
-10.6,3.1,39,0
-11.1,1.8,43,0
-11.8,1.1,46,0
-12.3,0.4,47,0
-12.3,1.9,47,0
-12.5,1,50,0
-12.5,1.5,49,0
-13.1,0.7,54,0
-13,0.7,53,0
-13.2,0.5,50,0
-13.2,0.9,56,0
-13.3,0.6,60,0
-12,1.3,50,0
-9.6,0.7,39,0
-7,3.3,28,0
-6,2.6,24,0
-4.5,2.6,23,0
-3.5,1.5,20,0
-2.1,2.3,20,0
-1.7,2,18,0
-2.3,2.2,20,0
-4,2.5,27,0
-5.2,2.6,33,0
-5.8,2.1,44,0
-6.3,2.2,48,0
-6.8,1.7,50,0
-7.6,1,50,0
-8.2,1.1,50,0
-8.5,1.2,60,0
-8.3,0.4,65,0
-8.6,0.9,64,0
-9,0.6,54,0
-9,0.4,56,0
-9.3,0.7,61,0
-9.6,1,67,0
-9.7,0.8,65,0
-8.5,1,55,0
-6.3,1.3,46,0
-3.1,1.2,39,0
-1.5,1.2,35,0
0.3,1.4,30,0
0.9,2.4,25,0
1.4,2.2,25,0
2,2.3,25,0
1.5,1.9,24,0
-0.5,1.7,26,0
-1.8,1.4,35,0
-2.8,1.5,40,0
-3.3,1.1,42,0
-3.9,0.4,41,0
-4.3,0.7,44,0
-4.6,0.1,38,0
-4.8,1.1,44,0
-5.1,0.9,47,0
-5.2,0.7,48,0
-4.4,0.9,47,0
-4.2,1.1,44,0
-4,0.8,41,0
-3.6,0.9,42,0
-3.3,0.9,39,0
-2.4,1.2,36,0
-1.3,0.5,34,0
-0.2,0.8,31,0
1.6,0.5,28,0
2.6,0.8,27,0
4,0.9,25,0
5,1,24,0
6,1.7,28,0
4.8,3,38,0
4.1,2.1,40,0
3.3,1.7,58,0
3,1.9,61,0
2.9,1,63,0
2.5,1.1,66,0
2,0.7,70,0
1.5,1.1,71,0
1.7,1.2,71,0
1.9,1.5,71,0
2,1.2,71,0
1.9,1.2,74,0
1.8,2,75,0
1.6,1.6,78,0
1.6,1.4,81,0
1.6,1.3,82,0
1.6,2,78,0
1.8,2.8,73,0
2.6,2.9,62,0
2.9,4.7,53,0
2.8,4,31,0
2.2,4.5,24,0
2,4.1,20,0
0.3,4.9,17,0
-0.9,5,19,0
-2,5.6,15,0
-3.1,5.1,14,0
-4.4,5.8,19,0
-5.6,4.1,28,0
-6.2,3.5,32,0
-6.7,2.1,35,0
-6.9,2.1,36,0
-7,2.6,38,0
-7,1.6,42,0
-7.2,2,43,0
-7.5,2.4,42,0
-7.8,2.8,39,0
-8.4,1.4,33,0
-9.2,2,34,0
-9.4,1.9,29,0
-8.6,1.5,28,0
-6.9,3.4,21,0
-5,3.2,25,0
-3.9,2.9,28,0
-2.4,3,28,0
-2.2,4.1,29,0
-2.6,2.7,31,0
-3.6,4.4,36,0
-4.2,2.7,47,0
-4.6,3.6,56,0
-5.2,3.1,66,0
-5.7,2.6,67,0
-5.6,2.2,69,0
-5.8,3.2,57,0
-7,3.4,49,0
-7.7,3.2,52,0
-7.9,3.7,52,0
-8.3,2.7,49,0
-8.5,2.7,35,0
-8.6,3.5,31,0
-9.2,1.1,37,0
-9.5,1.5,36,0
-9.5,1.1,35,0
-9.1,2.1,33,0
-8.4,2.2,28,0
-6.7,2.4,23,0
-6.1,2.8,25,0
-4.6,4.2,32,0
-2.7,2.9,29,0
-2.4,3.4,30,0
-2.1,3.9,30,0
-2.4,4.5,33,0
-3.1,4.4,36,0
-4.4,3.5,46,0
-4.9,2,52,0
-4.7,1.7,55,0
-4.3,3,59,0
-4.2,1.7,57,0
-4.4,2.4,58,0
-5,1.8,60,0
-5.5,1.3,60,0
-6,2,58,0
-6.2,1.3,61,0
-6.4,1.8,62,0
-6.7,1.6,64,0
-7.1,1,70,0
-7.2,1.9,70,0
-7.1,0.6,68,0
-5.9,1.4,52,0
-2.4,1.5,41,0
-0.3,3.4,40,0
1,3.3,41,0
2.6,3.5,40,0
3.7,3.8,39,0
3.7,5.3,40,0
3.9,4,41,0
3.5,3.1,46,0
3.1,3.7,50,0
2.4,3.2,57,0
2.3,3.8,59,0
2.6,3.8,57,0
2.6,3.1,57,0
2.4,3.2,59,0
2,2.2,65,0
1.3,1.2,67,0
1.2,0.9,64,0
1.1,1,65,0
1.1,1.7,67,0
1,0.6,68,0
1.1,0.9,66,0
1.3,1.1,66,0
2.1,1.1,65,0
3.9,2.9,64,0
5.2,3.9,65,0
6.3,3.5,67,0
6.9,3.9,67,0
7.2,3.8,65,0
7.8,3.5,57,0
8.7,4.1,48,0
8,3.5,36,0
6.6,2.8,34,0
5.1,2.3,34,0
3.9,1.4,37,0
2.8,2.8,29,0
1.7,3.1,27,0
0.3,4,33,0
-0.3,2.1,35,0
-0.7,3.5,37,0
-1.1,2.8,38,0
-1.2,2.2,35,0
-1.4,2.1,34,0
-1.9,3,34,0
-2.4,3.1,33,0
-2.6,1,38,0
-3,0.9,40,0
-3,1,38,0
-3.5,1.5,30,0
-1.6,1.9,26,0
0.1,2,22,0
1.7,3,20,0
2.2,3.4,18,0
2.9,4.3,14,0
3.8,3.2,17,0
3.2,3,16,0
2.4,3.1,17,0
1.1,2.5,18,0
0.1,2.9,21,0
-0.4,2.2,27,0
-1.1,2.4,32,0
-1.9,0.8,30,0
-2.5,1.4,31,0
-3.3,1.8,35,0
-3.6,2,35,0
-4.1,1.2,38,0
-4.4,1.7,37,0
-4.5,1.4,42,0
-5,0.9,44,0
-5.2,0.7,42,0
-5.4,0.3,41,0
-5.4,0.7,38,0
-4.3,0.7,33,0
-1.3,1.5,32,0
1,1.4,25,0
2.2,1.4,19,0
3.5,3.2,17,0
4.2,3.3,18,0
4,3.5,26,0
3.3,3.8,38,0
2.5,4.2,48,0
1.4,3.2,56,0
0.6,2.3,59,0
0.2,1.9,61,0
0.1,2.5,67,0
-0.6,3.4,70,0
-2,3.2,51,0
-2.7,3.2,41,0
-3.1,3.5,36,0
-3.8,3.9,30,0
-4.5,3,28,0
-5.2,2.5,28,0
-5.7,2.3,31,0
-6.2,2.5,32,0
-6.8,1.6,32,0
-7.1,1.7,30,0
-6.5,2.4,26,0
-4.3,1.4,21,0
-2.8,2.6,19,0
-1.3,1.5,17,0
-0.4,2.4,15,0
-0.1,4,15,0
1,4.6,14,0
1.3,4.2,15,0
0.6,3.3,17,0
-0.3,1.9,17,0
-1.5,2.5,32,0
-2.1,2,38,0
-2.3,2.3,38,0
-2.7,2.2,42,0
-2.9,3.8,31,0
-3.6,1.7,33,0
-4.4,1.4,33,0
-4.7,0.1,33,0
-4.5,0,26,0
-4.1,0.6,27,0
-4,0.5,28,0
-4.1,1.1,30,0
-4.6,1.2,31,0
-4.8,0.8,31,0
-4.1,0.5,30,0
-1.8,0.6,23,0
0,0.8,20,0
2.2,1,17,0
3.7,1.4,17,0
4.1,1.8,17,0
5,2,16,0
5.1,1.8,16,0
4.2,2.5,17,0
2.8,3,25,0
1.5,2.6,30,0
0.6,1.9,33,0
0.2,1.1,32,0
-0.3,1.6,34,0
-0.7,0.9,37,0
-1.1,1.7,39,0
-1.4,1.1,42,0
-1.4,1.1,41,0
-1.4,1.6,41,0
-1.9,0.7,44,0
-1.8,0.5,44,0
-1.4,0.3,46,0
-0.9,0.9,45,0
-1.2,0.8,51,0
-0.6,0.5,43,0
2.6,1.2,45,0
4.3,2.3,44,0
4.7,2.1,43,0
5.1,1.8,41,0
5.6,1.6,38,0
6.3,2.6,35,0
6.3,2.9,35,0
5.7,3,36,0
4.7,2.4,43,0
3.6,1.6,55,0
2.4,1.9,60,0
1.8,1.2,63,0
1,0.7,69,0
0.5,1.5,73,0
0,2.3,75,0
-0.5,1.6,76,0
-0.8,0.8,76,0
-1.3,0.7,80,0
-1.6,0.6,83,0
-1.8,1.3,82,0
-2.1,1.8,82,0
-2.2,1.9,76,0
-2.1,1.7,71,0
-1.4,1.4,56,0
1.1,3.1,38,0
2.8,3.9,35,0
4,3.5,23,0
4.2,3.9,22,0
5,3.7,20,0
5.4,3.7,18,0
5.1,3.4,17,0
3.9,3.6,19,0
3.2,2.9,20,0
2.5,2.2,21,0
1.8,3.1,19,0
1.1,1.6,21,0
0.5,2.9,22,0
-0.5,3.3,26,0
-1.4,3.4,28,0
-2.2,1.1,31,0
-2.9,1.6,31,0
-3.4,0.9,32,0
-3.8,1.1,32,0
-4,1.8,35,0
-4,3.4,34,0
-4.1,3.5,35,0
-4.3,1.9,36,0
-3.8,1.7,28,0
-1.8,2.6,25,0
0.2,2.2,22,0
2.2,2,17,0
2.9,3.3,14,0
3.3,2.9,14,0
4.2,2.7,15,0
3.7,3.9,14,0
3.1,3.7,14,0
1.8,3.4,16,0
-0.1,2.8,39,0
-1.1,1.5,43,0
-1.6,2.2,52,0
-2.2,1.4,55,0
-2.7,1.1,58,0
-2.7,1.7,58,0
-2.2,1,58,0
-2.9,0,57,0
-2.8,0.5,57,0
-2.4,0.3,58,0
-2.4,1.1,59,0
-3,0.8,62,0
-3.7,0.7,64,0
-3.6,0.9,63,0
-1.9,0.9,51,0
0.9,1.1,44,0
2.7,0.9,44,0
4.8,2.6,47,0
4.5,3.8,51,0
4.8,4.3,50,0
5,4.4,49,0
5,4.3,50,0
4.6,3.9,52,0
3.9,4,56,0
3.5,2.7,60,0
3,2.4,62,0
2.9,2.5,64,0
2.9,2.3,65,0
2.9,2.6,63,0
1.7,2.7,86,0.4
0.6,2.1,96,4
0.7,1.4,97,4.1
0.9,1.2,97,4.1
1.1,2.5,96,3.9
1,0.7,91,3.8
0.4,0.3,95,3.8
-0.1,0.5,97,3.8
-0.2,0.4,97,3.7
0.5,0.6,94,3.7
2.2,0.8,83,3.7
3.8,0.9,72,3.4
5.3,0.9,70,1.7
6.7,2,64,0.6
7.8,2.1,57,0
8.2,0.6,62,0
8.3,2.7,60,0
7.9,4.2,68,0
7.5,5,70,0
6.9,3.7,73,0
6.4,2.8,77,0
6,2.7,79,0
5.7,2.5,81,0
5.5,2.7,80,0
4.6,3,82,0
4,1.7,83,0
3.7,1.6,82,0
3.5,2.9,82,0
2.7,2.8,82,0
1.8,2.7,84,0
1.2,2.5,83,0
0.6,1.6,86,0
0,2.8,77,0
0.6,3.8,64,0
0.8,2.9,60,0
2.2,2.4,50,0
4,1.4,37,0
5.3,2.1,29,0
6.9,1.9,19,0
6.7,2.7,24,0
5.9,3,21,0
4.9,3.1,28,0
3.5,2.9,30,0
2.1,2.8,27,0
1.1,1.4,32,0
0.7,1.3,31,0
0.1,0.9,32,0
-0.6,1.3,39,0
-1.1,1.2,44,0
-1.4,0.6,43,0
-1.5,1.1,46,0
-1.3,0.8,42,0
-1.1,0.7,43,0
-0.7,0.9,41,0
-0.8,0.6,44,0
-1,0.9,47,0
-1.3,0.6,54,0
-0.3,1.1,48,0
2.1,1.1,42,0
4.3,2.6,29,0
5.5,3.1,25,0
6.1,2.4,22,0
7,2.4,23,0
7.5,2.7,21,0
7.6,3.2,18,0
6.9,2.9,25,0
5.2,2.8,30,0
3.1,2.6,40,0
1.3,2.8,49,0
0.2,2.5,55,0
0,2.5,54,0
-0.3,1,58,0
-0.9,0.7,60,0
-1.2,0.9,63,0
-1.7,0.8,66,0
-1.9,1,67,0
-2.3,1.1,69,0
-2.5,0.8,73,0
-2.7,0.5,72,0
-3.1,0.8,68,0
-2.9,0.7,63,0
-1.1,0.9,53,0
1.9,1.1,46,0
4.6,1.6,37,0
6.9,1.1,28,0
8.1,1.2,26,0
9.9,1.5,25,0
10.3,2.1,23,0
9.5,3.1,31,0
8.7,3.1,30,0
7.2,2.3,26,0
5.5,2.7,30,0
4.3,1.7,32,0
3.3,1.4,36,0
2.7,1,40,0
2.8,0.7,39,0
2.6,1.8,40,0
2.1,0.9,44,0
1.5,1.2,44,0
1.1,1,44,0
0.9,0.8,46,0
0.6,0.1,50,0
0.6,0.4,50,0
1.3,0.7,47,0
2,0.7,51,0
2.5,1,51,0
3.3,0.7,47,0
4.8,0.8,41,0
5.4,0.7,37,0
5.8,0.6,39,0
6.3,0.8,40,0
6.7,0.8,48,0
6.9,1.1,54,0
6.8,1,57,0
6.6,0.8,62,0
6.1,1,44,0
5.9,1.3,44,0
5.7,0.8,46,0
5.4,1.1,49,0
5.3,1.5,53,0
5.1,1.1,52,0
5,1.4,53,0
5.2,1.3,54,0
5.3,1.7,55,0
5.4,1.7,56,0
5.2,1.7,59,0
5.2,1.9,60,0
5.5,2.8,59,0
5.7,2.5,57,0
6.2,2.4,55,0
6.5,2,53,0
7.1,2.2,50,0
7.6,2.6,48,0
7.6,2.3,57,0
5.7,3.7,80,0
4.8,2.9,87,0
4.2,2.5,89,0
3.8,2.7,90,0
3.6,2.1,90,0
2.5,1.9,95,0
2.7,1.5,96,0
2.4,2.5,95,0
2.3,1.9,96,0
1.8,1.2,96,0
2,1.3,96,0
2.1,0.2,97,0
2,1,97,0
1.6,2.3,97,0
1.6,1.1,97,0
2.2,2.9,97,0
3,2.7,96,0
2.6,4.3,89,0
1.5,3.2,80,0
0.1,4.9,78,0
0.1,5.3,53,0
0.8,4.6,52,0
0.5,4.7,46,0
1.4,4,37,0
1.2,6,36,0
1.6,4.5,35,0
1.4,4.8,33,0
0.4,5.2,37,0
-0.8,4.7,40,0
-1.7,3.3,45,0
-2.2,3.5,49,0
-3,3.7,50,0
-3.6,3.7,52,0
-4,3.4,52,0
-4.3,2.6,53,0
-4.6,2.1,52,0
-5.3,1.2,52,0
-5.7,1.7,50,0
-5.8,1.5,48,0
-6.1,1,49,0
-6.4,1.5,50,0
-6.6,0.5,52,0
-6.2,0.4,45,0
-4.6,1.2,34,0
-1.8,2.1,30,0
0.1,1.8,30,0
1.8,2.2,26,0
2.3,3.1,22,0
3.4,2.4,23,0
4.3,1.3,22,0
5.2,2.1,21,0
4.3,2.5,21,0
3.5,0.9,22,0
2,2.3,26,0
1.2,2.5,35,0
1,1.4,34,0
0.5,0.9,38,0
0.3,0.2,38,0
0.5,0.4,34,0
0.6,0.4,36,0
0.9,0.5,35,0
0.8,0.8,38,0
0.6,0.9,43,0
0.8,1,39,0
0.5,0.9,42,0
0.1,1.4,43,0
0.4,1.8,38,0
2.2,1.5,30,0
5.1,1.2,27,0
8.1,2.1,21,0
10.7,1.7,16,0
12.2,1.6,14,0
14.4,1.4,14,0
16,2.2,14,0
15.8,2.6,15,0
15,2.5,22,0
13.9,1.9,26,0
12.7,2.3,32,0
11.1,3.7,51,0
10.3,2.2,52,0
10.2,1.7,49,0
9.4,1.6,74,0
8.5,0.9,87,0
8.3,0.1,91,0
8.3,0.3,95,0
8.5,0.4,96,0
8.8,0.2,95,0
8.8,1.2,96,0
8.6,0.7,96,0
8.4,2.6,97,0
8.3,0.6,97,0
8.8,1.3,97,0
9.8,0.8,90,0
10.1,0.7,88,0
10.7,0.9,85,0
10.8,1.2,84,0
11.2,1.1,83,0
11.7,1.2,81,0
11.7,1.1,82,0
11.8,1.7,82,0
11.5,1.5,81,0
11.2,2.3,81,0
11.3,1.2,80,0
10.6,2.1,89,0
9.6,2.5,92,0
8.7,2.9,91,0
7.6,2.5,88,0
7,2.5,88,0
6.3,2.2,89,0
5.7,2,92,0
5.1,2.6,90,0
4.7,2.3,89,0
4.2,2,87,0
3.8,2.2,87,0
3.6,2.3,88,0
3.7,1.8,85,0
4.4,1.8,80,0
6.1,1.9,66,0
7.6,2.4,58,0
8.3,2,51,0
10,1.9,44,0
10.3,2.5,43,0
11,1.2,39,0
10,1.4,43,0
8.1,1.7,47,0
5.8,1.7,53,0
4.3,1.3,57,0
3.1,1.5,59,0
2.3,1,63,0
1.9,1.3,60,0
1.3,0.8,69,0
0.8,0.8,67,0
0.3,0.9,71,0
0.1,0.4,71,0
-0.5,0.6,75,0
